property_id,country,city,property_type,furnishing_status,property_size_sqft,price,constructed_year,previous_owners,rooms,bathrooms,garage,garden,crime_cases_reported,legal_cases_on_property,customer_salary,loan_amount,loan_tenure_years,monthly_expenses,down_payment,emi_to_income_ratio,satisfaction_score,neighbourhood_rating,connectivity_score,decision
27865,France,Paris,Villa,Unfurnished,4869,2044459,1976,4,3,2,0,1,1,0,82375,903239,30,16850,1141220,0.07,9,9,10,1
27866,Germany,Berlin,Villa,Semi-Furnished,3469,1035955,2004,2,6,3,1,1,0,1,65960,848750,15,9970,187205,0.11,8,9,2,0
27867,USA,New York,Independent House,Fully-Furnished,5529,2763472,2014,1,5,5,0,1,1,0,60470,1172694,30,3865,1590778,0.12,10,2,3,1
27868,Brazil,Rio de Janeiro,Studio,Semi-Furnished,4555,907560,2014,5,4,4,1,0,1,0,7254,602499,30,17985,305061,0.52,6,6,9,0
27869,USA,Houston,Farmhouse,Semi-Furnished,4444,2217953,1972,6,8,7,1,0,2,1,23615,1367645,30,14025,850308,0.37,2,6,2,0
27870,France,Lyon,Townhouse,Semi-Furnished,902,383010,2010,0,4,1,1,0,1,1,85900,208483,30,12195,174527,0.02,6,9,5,0
27871,USA,New York,Apartment,Fully-Furnished,1661,832273,1969,4,6,3,1,0,0,0,80875,505954,20,7195,326319,0.05,9,5,9,1
27872,Australia,Brisbane,Apartment,Fully-Furnished,3757,1206307,2006,6,3,3,0,0,1,0,86185,623124,15,16800,583183,0.06,3,10,6,0
27873,Canada,Montreal,Studio,Unfurnished,2886,1012847,2019,1,3,1,1,1,4,0,83220,583697,10,4970,429150,0.08,1,2,8,0
27874,Germany,Munich,Villa,Unfurnished,3852,1154725,1996,2,7,2,0,1,4,1,74675,772405,20,8855,382320,0.08,9,4,7,0
27875,France,Paris,Studio,Fully-Furnished,1741,726858,1987,6,4,2,0,1,1,0,49930,503540,15,9055,223318,0.09,2,9,5,0
27876,India,Delhi,Townhouse,Semi-Furnished,2152,319748,2001,5,3,1,0,1,1,0,17548,173385,15,3144,146363,0.09,2,10,2,0
27877,Singapore,Singapore,Apartment,Fully-Furnished,2566,1797734,1990,6,5,5,1,1,1,0,45250,1490400,15,16705,307334,0.29,5,6,9,0
27878,Germany,Frankfurt,Villa,Fully-Furnished,4927,1480635,2005,1,5,2,1,1,2,0,57615,673218,25,18405,807417,0.08,3,10,3,0
27879,China,Shanghai,Townhouse,Semi-Furnished,4832,1831366,2018,1,7,2,0,1,1,0,33370,805913,20,12485,1025453,0.18,3,8,7,0
27880,Brazil,Rio de Janeiro,Farmhouse,Semi-Furnished,3313,661257,1979,6,7,3,0,0,0,0,22626,345730,15,7510,315527,0.13,7,8,8,1
27881,India,Bangalore,Independent House,Fully-Furnished,3431,518467,1979,0,8,4,0,0,0,1,17384,426726,20,760,91741,0.18,6,3,3,0
27882,Germany,Munich,Farmhouse,Fully-Furnished,3888,1168117,2012,0,7,7,1,1,0,0,12235,709733,20,12645,458384,0.43,7,4,2,0
27883,UK,Birmingham,Farmhouse,Fully-Furnished,3497,1395235,2008,3,8,3,0,0,0,0,47215,582356,30,5140,812879,0.08,8,3,1,1
27884,Brazil,Rio de Janeiro,Independent House,Unfurnished,1134,222060,2017,4,2,2,0,0,0,1,9020,135354,30,11165,86706,0.09,6,6,6,0
27885,Singapore,Singapore,Villa,Semi-Furnished,3245,2269847,1962,4,7,4,0,1,0,1,96440,1380271,20,5145,889576,0.11,3,3,6,0
27886,UK,Birmingham,Independent House,Unfurnished,3797,1518379,1964,4,3,3,0,1,1,0,63395,928598,10,12620,589781,0.17,3,2,10,0
27887,South Africa,Cape Town,Studio,Fully-Furnished,1723,307308,1976,0,3,3,0,0,2,0,16210,131491,10,13490,175817,0.09,5,9,3,0
27888,South Africa,Cape Town,Studio,Unfurnished,3885,702746,2016,2,2,2,0,1,3,0,18464,411319,15,3895,291427,0.19,7,6,4,0
27889,UK,Birmingham,Farmhouse,Unfurnished,1370,544792,2015,6,7,5,1,1,4,0,20905,413740,20,11415,131052,0.15,10,2,8,0
27890,Canada,Toronto,Farmhouse,Semi-Furnished,4091,1429931,1970,0,3,2,0,1,0,1,78790,824981,15,12405,604950,0.09,7,5,6,0
27891,Canada,Montreal,Townhouse,Semi-Furnished,2356,820303,1996,4,6,4,1,0,1,0,51965,503899,15,7460,316404,0.08,6,5,2,0
27892,India,Hyderabad,Studio,Semi-Furnished,2747,413384,1978,6,2,2,1,0,1,0,7585,339726,25,1756,73658,0.3,3,6,1,0
27893,China,Shenzhen,Studio,Fully-Furnished,2124,809040,2003,2,5,3,0,1,1,0,52900,430800,10,16245,378240,0.09,5,7,10,0
27894,Singapore,Singapore,Apartment,Fully-Furnished,5429,3799572,1989,5,3,2,0,0,0,0,89005,2476043,10,3590,1323529,0.32,2,9,10,0
27895,UK,London,Apartment,Fully-Furnished,3910,1560324,2017,4,4,1,0,0,0,0,97245,982886,15,17190,577438,0.09,10,7,2,1
27896,India,Chennai,Apartment,Fully-Furnished,1716,252907,1985,2,4,1,0,0,0,1,3918,186662,10,1839,66245,0.54,10,1,10,0
27897,China,Shanghai,Farmhouse,Semi-Furnished,3610,1368065,1996,5,4,1,0,0,1,0,11460,658389,10,2885,709676,0.65,5,3,8,0
27898,Germany,Munich,Farmhouse,Fully-Furnished,4387,1311686,1997,0,4,4,1,0,2,0,79175,951758,25,9490,359928,0.08,2,2,5,0
27899,China,Shanghai,Independent House,Unfurnished,1191,456882,1991,6,1,1,1,1,1,0,62320,321385,30,19920,135497,0.03,9,6,10,1
27900,South Africa,Johannesburg,Villa,Fully-Furnished,4967,897564,1966,2,6,2,0,1,2,0,30370,500986,25,15650,396578,0.11,4,7,2,0
27901,USA,San Francisco,Apartment,Unfurnished,4338,2169197,1978,5,4,1,1,1,2,0,26705,1308632,10,17515,860565,0.56,5,9,2,0
27902,France,Paris,Villa,Unfurnished,1772,740532,1969,1,5,2,1,1,3,1,14430,466210,25,7655,274322,0.22,7,7,3,0
27903,USA,Los Angeles,Townhouse,Unfurnished,5815,2906710,1998,2,5,3,1,0,3,0,48785,2282245,30,8375,624465,0.3,6,3,7,0
27904,Canada,Montreal,Apartment,Semi-Furnished,2213,776752,1990,0,1,1,0,1,0,0,40325,357452,30,18860,419300,0.06,9,6,3,1
27905,India,Delhi,Apartment,Unfurnished,4356,656139,1966,5,5,2,0,1,2,0,11344,487566,20,3278,168573,0.32,1,3,2,0
27906,Brazil,Rio de Janeiro,Studio,Semi-Furnished,4885,977290,1976,1,6,1,0,0,4,0,8684,596262,10,11095,381028,0.78,3,4,1,0
27907,France,Paris,Apartment,Fully-Furnished,4314,1811749,1992,2,2,2,1,0,2,0,21145,1337783,15,19770,473966,0.55,5,5,6,0
27908,Canada,Toronto,Villa,Fully-Furnished,3953,1379232,2019,5,4,4,0,0,2,0,90055,595650,25,3015,783582,0.04,9,8,1,1
27909,Japan,Osaka,Townhouse,Fully-Furnished,4561,2049015,1992,1,5,2,0,0,1,0,20975,831826,20,18650,1217189,0.3,2,9,4,0
27910,USA,New York,Villa,Fully-Furnished,5243,2620056,1964,6,8,3,0,1,2,0,55030,1051895,15,4075,1568161,0.17,7,9,3,1
27911,India,Pune,Studio,Semi-Furnished,5740,861955,2018,1,6,4,0,0,2,1,7245,384197,10,2578,477758,0.6,9,9,4,0
27912,India,Hyderabad,Villa,Unfurnished,2163,324025,2020,5,7,6,0,1,2,0,6648,172097,25,2163,151928,0.17,2,10,2,0
27913,Australia,Brisbane,Villa,Semi-Furnished,1609,511386,1967,6,8,2,1,1,1,0,49485,426919,20,15720,84467,0.06,9,10,9,1
27914,USA,Los Angeles,Villa,Semi-Furnished,2956,1475564,2008,1,5,5,0,0,1,1,43880,802158,25,12840,673406,0.12,5,7,6,0
27915,Brazil,São Paulo,Villa,Fully-Furnished,468,90851,2003,4,7,1,0,0,0,0,6664,45002,30,12370,45849,0.04,5,7,8,0
27916,South Africa,Cape Town,Apartment,Semi-Furnished,2139,385456,1990,3,3,1,0,1,1,0,39612,225248,15,5065,160208,0.05,8,3,3,1
27917,UAE,Dubai,Villa,Unfurnished,5191,3115220,1980,3,5,1,0,0,3,1,74360,1297680,25,4570,1817540,0.12,4,8,6,0
27918,Singapore,Singapore,Independent House,Fully-Furnished,4655,3254696,1991,1,7,1,0,1,1,0,40165,2728933,20,8280,525763,0.51,1,10,5,0
27919,China,Shenzhen,Townhouse,Fully-Furnished,1959,743180,1985,4,2,2,1,0,1,0,43240,503307,10,10790,239873,0.13,10,6,1,1
27920,Japan,Tokyo,Apartment,Unfurnished,4349,1961266,2018,4,3,3,0,0,0,1,76835,1258229,20,4880,703037,0.12,5,3,1,0
27921,Brazil,Rio de Janeiro,Independent House,Unfurnished,1487,296956,2003,3,1,1,1,1,1,1,11112,150070,10,9280,146886,0.15,2,8,9,0
27922,UAE,Abu Dhabi,Independent House,Unfurnished,541,324399,1963,1,4,3,1,0,2,0,50220,173168,20,9895,151231,0.03,2,9,4,0
27923,Canada,Montreal,Farmhouse,Fully-Furnished,4903,1712800,1987,6,6,2,0,1,0,0,53900,1435426,20,11815,277374,0.2,4,5,1,0
27924,India,Mumbai,Townhouse,Semi-Furnished,4195,626654,1979,4,2,1,0,0,1,0,3253,486293,10,1675,140361,1.7,1,6,7,0
27925,India,Hyderabad,Studio,Unfurnished,2458,371391,2005,0,8,4,0,0,1,1,6155,216724,10,2453,154667,0.4,8,5,9,0
27926,Brazil,Rio de Janeiro,Farmhouse,Semi-Furnished,1671,333179,1979,3,1,1,0,0,0,0,10542,235268,10,18165,97911,0.25,4,6,10,0
27927,Canada,Montreal,Townhouse,Semi-Furnished,4940,1731750,1971,5,7,1,0,1,1,0,53545,741668,30,9180,990082,0.09,8,8,9,1
27928,Canada,Montreal,Townhouse,Fully-Furnished,5889,2058594,1985,4,7,5,0,1,0,0,87450,1174174,10,14315,884420,0.15,2,7,9,0
27929,South Africa,Cape Town,Townhouse,Unfurnished,4739,850112,2004,1,8,5,1,1,0,0,22186,344566,10,15235,505546,0.18,4,10,4,0
27930,USA,New York,Studio,Unfurnished,3581,1795394,2009,4,2,1,1,0,1,1,16410,1111375,10,10320,684019,0.77,3,6,6,0
27931,UAE,Dubai,Apartment,Unfurnished,5282,3171917,2001,4,8,8,1,0,0,1,52785,1445221,25,10635,1726696,0.18,8,1,2,0
27932,Germany,Berlin,Apartment,Semi-Furnished,4770,1435259,2002,0,3,1,1,1,1,1,59695,733948,20,14485,701311,0.09,3,6,4,0
27933,South Africa,Johannesburg,Farmhouse,Semi-Furnished,4581,827872,2013,4,8,3,1,0,2,0,39896,632096,25,16370,195776,0.11,2,1,2,0
27934,South Africa,Cape Town,Apartment,Fully-Furnished,689,119776,2000,1,2,1,1,1,0,1,17960,51825,15,15790,67951,0.03,2,9,1,0
27935,China,Shenzhen,Villa,Unfurnished,1208,460347,1972,5,2,2,1,0,0,1,42195,347755,10,8365,112592,0.09,5,8,6,0
27936,UK,Manchester,Villa,Fully-Furnished,2539,1011773,1962,3,8,8,1,1,0,0,82730,741362,20,14050,270411,0.07,4,6,3,0
27937,China,Shanghai,Townhouse,Unfurnished,4694,1784172,2005,6,3,1,1,1,0,1,14530,1412299,15,16655,371873,0.85,9,3,4,0
27938,India,Delhi,Farmhouse,Fully-Furnished,2239,333148,1986,6,1,1,0,0,1,0,2281,234430,25,3646,98718,0.69,10,2,2,0
27939,China,Shanghai,Studio,Semi-Furnished,4974,1892032,2001,1,8,2,0,1,0,0,74735,1156499,15,15970,735533,0.13,6,2,7,0
27940,South Africa,Cape Town,Independent House,Semi-Furnished,3733,668892,2019,3,3,1,1,0,2,1,36204,355516,10,14655,313376,0.11,8,9,4,0
27941,USA,New York,Apartment,Semi-Furnished,5209,2605560,2002,4,2,2,1,1,0,0,13190,1387838,25,11395,1217722,0.71,8,7,4,0
27942,Canada,Montreal,Villa,Fully-Furnished,3712,1304024,1966,1,8,1,0,1,0,0,43145,768630,20,9150,535394,0.13,4,5,9,0
27943,USA,San Francisco,Apartment,Unfurnished,5684,2846327,1979,2,7,6,1,1,0,0,78535,1843374,25,3280,1002953,0.16,10,6,4,1
27944,UAE,Dubai,Villa,Unfurnished,2158,1295502,1991,0,5,4,1,0,2,0,10660,688089,20,8070,607413,0.48,9,10,1,0
27945,UK,Liverpool,Farmhouse,Semi-Furnished,5933,2376840,1973,1,4,1,0,1,0,1,35500,1562924,25,2745,813916,0.3,5,7,10,0
27946,India,Bangalore,Villa,Unfurnished,2271,336799,1972,3,7,4,0,0,0,1,6354,171097,10,938,165702,0.31,1,9,8,0
27947,Australia,Sydney,Villa,Unfurnished,4287,1374838,1992,2,8,6,0,1,3,1,30595,887214,30,6140,487624,0.18,2,5,7,0
27948,South Africa,Cape Town,Farmhouse,Semi-Furnished,5064,909852,1967,4,5,5,0,0,3,1,18958,574375,20,8790,335477,0.23,8,9,10,0
27949,Australia,Melbourne,Studio,Unfurnished,4492,1433590,2002,2,8,6,0,1,1,1,99950,1078138,10,3930,355452,0.12,1,5,9,0
27950,USA,Houston,Studio,Unfurnished,4449,2223882,1997,3,7,6,0,0,5,0,16180,1696665,15,15385,527217,0.91,9,1,1,0
27951,Germany,Frankfurt,Farmhouse,Fully-Furnished,2881,863061,1995,0,1,1,0,0,2,0,35845,603355,30,5145,259706,0.11,8,10,10,1
27952,Canada,Vancouver,Independent House,Semi-Furnished,3159,1104079,1990,5,4,1,1,1,1,0,89365,597543,25,19915,506536,0.05,4,3,2,0
27953,India,Bangalore,Studio,Fully-Furnished,3580,534654,2003,1,1,1,0,0,1,1,12286,316500,25,3809,218154,0.17,6,8,6,0
27954,India,Delhi,Townhouse,Fully-Furnished,3347,503919,1993,5,3,3,1,0,0,0,9527,219695,15,1459,284224,0.2,10,4,4,1
27955,Australia,Sydney,Farmhouse,Fully-Furnished,4517,1445256,1960,6,5,4,1,1,2,0,11035,1086189,25,16780,359067,0.66,2,1,3,0
27956,France,Marseille,Villa,Fully-Furnished,4749,1994178,2008,1,2,1,1,0,0,1,31980,1560198,15,14630,433980,0.42,4,5,1,0
27957,Germany,Frankfurt,Independent House,Fully-Furnished,2093,632816,2005,3,5,4,1,0,1,0,38720,317719,10,18300,315097,0.09,10,3,4,1
27958,USA,Houston,Townhouse,Unfurnished,5336,2669435,1995,4,6,2,0,1,1,0,43310,1908087,20,6175,761348,0.33,2,1,7,0
27959,Australia,Sydney,Townhouse,Semi-Furnished,1355,433350,2015,0,7,2,1,1,0,1,12250,341818,15,14110,91532,0.24,6,9,6,0
27960,Germany,Berlin,Apartment,Fully-Furnished,4018,1210217,2023,5,1,1,1,1,0,0,81130,824603,30,16160,385614,0.06,4,4,9,0
27961,Australia,Melbourne,Independent House,Fully-Furnished,4201,1345057,1974,3,4,4,0,1,0,1,47500,693044,25,16280,652013,0.1,10,7,6,0
27962,South Africa,Cape Town,Studio,Fully-Furnished,3876,701285,1996,6,8,1,1,1,3,0,7028,400200,15,5600,301085,0.5,4,4,3,0
27963,Singapore,Singapore,Independent House,Unfurnished,4436,3103096,1975,2,1,1,0,1,1,1,16115,2025390,30,5745,1077706,0.79,10,3,5,0
27964,USA,San Francisco,Independent House,Semi-Furnished,1107,554872,1995,0,5,3,1,0,1,0,31120,227872,10,10125,327000,0.08,4,7,5,0
27965,UAE,Dubai,Studio,Fully-Furnished,2741,1639922,1961,6,8,6,1,0,0,0,72870,941525,15,14700,698397,0.11,5,9,5,0
27966,India,Pune,Apartment,Unfurnished,3085,458311,1989,6,2,1,1,1,1,0,13802,255914,15,3044,202397,0.16,2,5,7,0
27967,UAE,Dubai,Studio,Fully-Furnished,5207,3127521,2006,3,4,2,1,0,1,0,68030,2052686,20,8590,1074835,0.22,4,2,2,0
27968,UK,Birmingham,Apartment,Fully-Furnished,5392,2154686,1975,1,6,6,0,0,1,1,10090,1116069,15,8830,1038617,0.96,6,7,10,0
27969,UAE,Dubai,Independent House,Fully-Furnished,4998,3000789,1967,1,8,5,1,0,1,1,74805,2365918,20,5085,634871,0.24,10,3,10,0
27970,Singapore,Singapore,Farmhouse,Semi-Furnished,3708,2598582,1991,5,7,7,1,0,1,1,18160,2038186,10,8480,560396,1.27,10,1,9,0
27971,South Africa,Cape Town,Studio,Semi-Furnished,4857,875900,2008,2,4,3,1,0,4,0,25346,382007,20,18795,493893,0.11,3,3,3,0
27972,Singapore,Singapore,Independent House,Fully-Furnished,2738,1915415,1964,0,6,3,0,0,0,1,88980,1213731,30,12500,701684,0.09,7,7,5,0
27973,Canada,Montreal,Townhouse,Unfurnished,5971,2093255,1996,2,1,1,1,1,2,0,96285,1528930,20,8205,564325,0.12,1,2,3,0
27974,France,Marseille,Independent House,Semi-Furnished,3291,1386142,1973,4,2,1,0,1,0,0,87425,970090,30,2875,416052,0.07,8,6,6,1
27975,China,Beijing,Independent House,Fully-Furnished,3507,1331995,1973,2,5,4,0,1,2,0,84905,1118018,20,19080,213977,0.1,4,4,3,0
27976,China,Shanghai,Townhouse,Fully-Furnished,2060,779806,1965,3,7,1,0,0,1,0,43255,487421,20,13590,292385,0.08,3,4,4,0
27977,India,Hyderabad,Apartment,Semi-Furnished,3730,561220,1979,2,1,1,0,1,1,1,4396,461395,10,1887,99825,1.19,7,5,3,0
27978,UAE,Dubai,Villa,Semi-Furnished,1391,838021,2005,5,6,3,1,1,1,0,20985,495675,10,13165,342346,0.27,4,6,1,0
27979,India,Hyderabad,Independent House,Unfurnished,4970,741295,1983,3,1,1,1,0,1,0,15445,488911,20,3686,252384,0.24,9,8,1,1
27980,Brazil,Rio de Janeiro,Studio,Unfurnished,923,187507,2005,2,5,2,1,0,1,0,38464,138954,15,5230,48553,0.03,3,10,2,0
27981,India,Chennai,Townhouse,Unfurnished,4735,708547,2003,1,4,1,1,1,1,0,19560,377014,15,3351,331533,0.17,9,6,8,1
27982,China,Shenzhen,Townhouse,Unfurnished,777,291120,2008,2,3,2,0,0,1,0,83265,244884,30,13660,46236,0.02,10,9,4,1
27983,South Africa,Johannesburg,Farmhouse,Semi-Furnished,3175,573443,1975,2,8,7,0,1,1,1,6246,351675,25,9580,221768,0.38,7,2,7,0
27984,UAE,Abu Dhabi,Independent House,Unfurnished,2260,1359206,2006,3,1,1,1,1,2,0,50020,845982,15,10200,513224,0.15,2,7,10,0
27985,Germany,Munich,Villa,Unfurnished,1948,584783,2009,1,3,1,1,1,0,0,18150,289873,20,9110,294910,0.12,10,5,7,1
27986,Japan,Tokyo,Farmhouse,Fully-Furnished,1826,818658,2012,5,1,1,1,1,1,1,90785,589977,10,4255,228681,0.07,6,7,3,0
27987,Brazil,São Paulo,Apartment,Semi-Furnished,3702,738569,2001,3,1,1,1,0,1,0,32864,355628,30,19430,382941,0.07,2,2,4,0
27988,India,Mumbai,Farmhouse,Semi-Furnished,5732,855312,1996,5,7,5,1,0,1,0,18095,699414,20,1996,155898,0.29,9,9,5,1
27989,UK,Birmingham,Villa,Fully-Furnished,2009,798833,2016,0,4,2,0,1,1,0,57350,508446,15,11695,290387,0.08,8,6,4,1
27990,Canada,Montreal,Independent House,Semi-Furnished,3425,1193986,1964,6,4,4,0,1,1,0,61465,579448,30,5275,614538,0.06,7,1,3,1
27991,UAE,Dubai,Townhouse,Fully-Furnished,4272,2566167,1971,0,8,1,1,1,3,0,31010,1132051,15,10845,1434116,0.32,1,6,1,0
27992,Japan,Kyoto,Farmhouse,Unfurnished,1238,557494,1990,3,4,4,1,1,1,1,48455,287345,10,12495,270149,0.07,5,3,2,0
27993,UK,Manchester,Independent House,Semi-Furnished,1468,583300,1978,6,3,3,0,1,0,0,15105,452613,10,11780,130687,0.34,3,1,9,0
27994,UAE,Abu Dhabi,Villa,Unfurnished,5916,3550982,2023,6,5,4,0,1,0,0,35130,1710877,25,4580,1840105,0.33,5,7,4,0
27995,India,Chennai,Apartment,Semi-Furnished,735,114345,1995,2,8,3,0,1,0,0,3007,62480,25,3674,51865,0.14,9,6,1,1
27996,France,Lyon,Farmhouse,Fully-Furnished,1453,607773,2016,6,4,1,1,0,1,1,64870,249730,15,19775,358043,0.03,1,2,6,0
27997,UAE,Abu Dhabi,Townhouse,Fully-Furnished,848,510424,2015,6,2,2,1,0,1,0,66195,290963,25,13355,219461,0.03,10,9,4,1
27998,Germany,Munich,Villa,Unfurnished,5745,1720970,1962,3,3,1,1,0,0,0,99855,1296412,15,18100,424558,0.11,1,3,9,0
27999,Singapore,Singapore,Villa,Unfurnished,4535,3179048,1960,0,5,1,0,0,0,0,22245,1965880,15,7720,1213168,0.77,10,1,5,0
28000,UK,Birmingham,Apartment,Unfurnished,3165,1268556,1974,4,8,1,0,1,2,0,18885,597082,15,12915,671474,0.28,5,10,2,0
28001,Singapore,Singapore,Apartment,Fully-Furnished,4814,3365880,2021,4,3,1,0,0,0,0,35825,2853140,15,14355,512740,0.69,9,9,7,0
28002,Germany,Munich,Farmhouse,Fully-Furnished,5625,1689029,1961,6,2,1,1,1,0,0,85340,1292275,20,13235,396754,0.11,8,4,4,1
28003,Brazil,São Paulo,Independent House,Fully-Furnished,496,101738,1999,2,1,1,1,1,4,0,17592,46445,10,19855,55293,0.03,6,2,7,0
28004,South Africa,Johannesburg,Studio,Fully-Furnished,1154,207770,2002,4,3,3,1,0,3,1,7740,120957,15,17300,86813,0.14,5,5,9,0
28005,USA,San Francisco,Apartment,Fully-Furnished,617,308839,1979,4,4,1,0,0,1,0,49495,204803,20,4555,104036,0.03,6,10,8,0
28006,Japan,Osaka,Independent House,Unfurnished,1430,644547,2004,0,2,1,1,0,2,1,54015,457666,15,9905,186881,0.07,5,2,6,0
28007,South Africa,Johannesburg,Farmhouse,Unfurnished,1473,266669,1983,3,3,2,0,1,3,0,15652,127900,10,4360,138769,0.09,8,3,1,0
28008,USA,San Francisco,Villa,Unfurnished,1873,940190,1977,2,5,3,1,1,2,0,22710,391210,20,9595,548980,0.13,9,1,3,1
28009,China,Beijing,Studio,Fully-Furnished,5012,1905726,1999,1,6,2,1,1,0,0,82815,1259288,25,11100,646438,0.1,3,8,5,0
28010,China,Shanghai,Independent House,Fully-Furnished,5167,1967942,2010,3,3,2,0,1,1,0,39035,1052423,25,11040,915519,0.18,9,6,8,1
28011,Australia,Melbourne,Independent House,Semi-Furnished,3419,1089292,1964,3,5,5,1,0,2,0,39230,451675,25,16515,637617,0.08,2,5,9,0
28012,Canada,Vancouver,Townhouse,Unfurnished,2908,1017906,2015,5,1,1,0,0,1,0,34980,669189,15,13675,348717,0.17,8,5,10,1
28013,India,Pune,Farmhouse,Semi-Furnished,4911,734624,2020,5,1,1,0,0,0,0,10205,485685,25,3697,248939,0.32,9,5,2,1
28014,Singapore,Singapore,Independent House,Fully-Furnished,3905,2733292,1965,4,5,4,0,1,1,0,87840,2230913,10,19525,502379,0.29,10,9,4,1
28015,USA,Houston,Villa,Unfurnished,5969,2979952,1996,4,3,2,0,1,1,0,30450,2397894,25,19860,582058,0.53,4,4,10,0
28016,USA,New York,Townhouse,Unfurnished,1512,752406,2020,5,5,1,1,1,5,0,21075,597796,10,10905,154610,0.32,6,3,10,0
28017,Brazil,Rio de Janeiro,Townhouse,Fully-Furnished,3035,605254,1987,1,7,4,0,1,2,0,12186,276291,25,9905,328963,0.15,3,9,6,0
28018,Germany,Frankfurt,Independent House,Fully-Furnished,5692,1711212,2006,0,3,1,0,1,1,0,52770,1057087,10,10860,654125,0.23,5,9,10,0
28019,Brazil,Rio de Janeiro,Independent House,Semi-Furnished,4362,874169,2022,6,6,4,0,1,0,1,36138,448928,25,9265,425241,0.08,1,4,4,0
28020,Brazil,Rio de Janeiro,Apartment,Fully-Furnished,4251,845809,2008,4,3,2,0,0,0,0,39408,379116,15,4840,466693,0.08,3,5,4,0
28021,Brazil,Rio de Janeiro,Farmhouse,Semi-Furnished,5117,1025134,1981,1,3,2,0,0,1,1,8730,833732,10,11135,191402,1.08,3,4,9,0
28022,China,Beijing,Farmhouse,Unfurnished,408,150277,1967,3,4,3,0,1,0,0,52830,73626,10,13260,76651,0.02,9,10,3,1
28023,USA,Houston,Farmhouse,Unfurnished,2434,1219029,2019,2,7,6,0,1,2,1,30410,913462,20,9170,305567,0.22,8,10,1,0
28024,Australia,Brisbane,Apartment,Fully-Furnished,3198,1026830,1986,2,6,2,0,0,0,0,23295,674185,30,13015,352645,0.18,1,4,1,0
28025,USA,New York,Independent House,Fully-Furnished,4730,2367244,1974,6,1,1,0,1,2,1,14865,972386,25,3330,1394858,0.44,1,4,1,0
28026,France,Marseille,Studio,Fully-Furnished,1389,582617,1996,0,2,1,0,0,1,0,93460,387616,30,8050,195001,0.03,6,4,10,0
28027,Japan,Tokyo,Farmhouse,Semi-Furnished,5611,2525246,1995,1,6,3,0,1,2,0,77875,1034314,20,15795,1490932,0.1,5,9,5,0
28028,China,Shenzhen,Apartment,Fully-Furnished,3851,1467465,1968,3,7,1,1,0,1,0,25110,682648,25,10610,784817,0.18,5,9,1,0
28029,South Africa,Johannesburg,Farmhouse,Fully-Furnished,1337,237887,1993,5,3,3,0,1,2,1,28756,144670,30,6660,93217,0.03,7,5,10,0
28030,Brazil,São Paulo,Studio,Semi-Furnished,779,155923,1985,3,7,7,1,1,1,1,9514,68913,30,11640,87010,0.05,3,8,10,0
28031,Germany,Berlin,Townhouse,Unfurnished,2286,686716,2005,2,4,1,0,0,2,1,58455,387961,30,17685,298755,0.04,2,2,2,0
28032,Australia,Brisbane,Independent House,Semi-Furnished,5703,1820221,1973,3,3,3,1,1,0,0,55050,802038,25,11415,1018183,0.1,8,6,6,1
28033,UK,London,Independent House,Fully-Furnished,3533,1409667,1982,6,2,2,1,1,0,1,89725,643874,10,17450,765793,0.08,8,2,10,0
28034,UK,London,Farmhouse,Fully-Furnished,3715,1485562,1988,1,1,1,0,0,2,0,37270,729885,25,8090,755677,0.13,7,9,2,1
28035,Brazil,São Paulo,Farmhouse,Unfurnished,2504,505011,2005,4,8,8,0,1,2,0,6342,375799,15,9905,129212,0.52,10,8,7,0
28036,UAE,Dubai,Independent House,Fully-Furnished,3469,2077017,1980,3,2,2,0,1,2,0,91620,1513814,10,11050,563203,0.19,10,8,4,1
28037,Singapore,Singapore,Apartment,Semi-Furnished,4688,3277842,1995,1,6,3,1,0,2,0,30640,2257603,15,12065,1020239,0.64,1,4,10,0
28038,India,Chennai,Villa,Semi-Furnished,3464,516859,1995,2,1,1,1,0,0,1,7616,377729,30,3728,139130,0.31,5,3,2,0
28039,South Africa,Johannesburg,Apartment,Unfurnished,4281,774617,2012,6,7,4,1,1,2,0,9248,647364,20,18745,127253,0.52,5,5,4,0
28040,USA,Chicago,Villa,Fully-Furnished,2291,1148278,2006,1,7,5,0,0,1,0,80245,595997,20,2810,552281,0.06,5,7,7,0
28041,Germany,Munich,Townhouse,Fully-Furnished,1277,379897,2023,0,7,4,1,0,2,0,17160,255135,10,2790,124762,0.17,10,5,6,1
28042,Germany,Munich,Farmhouse,Semi-Furnished,1925,575684,2003,2,2,2,0,1,2,0,19735,457422,20,10840,118262,0.17,10,6,9,1
28043,Australia,Melbourne,Studio,Semi-Furnished,4489,1438265,2015,6,1,1,1,0,2,0,46775,858693,15,6040,579572,0.16,4,3,1,0
28044,USA,Chicago,Villa,Semi-Furnished,4868,2433975,1968,5,1,1,1,0,2,0,61300,1468195,25,10485,965780,0.16,3,8,1,0
28045,Singapore,Singapore,Farmhouse,Semi-Furnished,4271,2989316,2011,5,6,3,1,1,2,1,87410,2171385,20,17855,817931,0.19,5,4,6,0
28046,UAE,Dubai,Studio,Unfurnished,2141,1285667,2021,5,1,1,1,1,1,0,88720,674046,10,11425,611621,0.09,1,8,6,0
28047,Australia,Melbourne,Studio,Semi-Furnished,5913,1887539,1971,3,6,6,1,0,1,0,54435,1032187,20,19950,855352,0.14,6,10,9,0
